Env,Date,QV2M,T2MDEW,PS,RH2M,WS2M,GWETTOP,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M_MAX,T2M_MIN,T2MWET,GWETROOT,T2M,GWETPROF,ALLSKY_SFC_SW_DNI,PRECTOTCORR
DEH1_2015,20151125,4.33,2.19,103.75,78.0,1.84,0.71,11.01,53.55,13.2,1.01,4.13,0.71,6.07,0.69,24.31,0.0
DEH1_2015,20151126,7.14,9.46,103.89,89.31,1.52,0.71,10.94,55.05,18.08,4.51,9.71,0.7,9.97,0.69,24.21,0.0
DEH1_2015,20151127,8.24,11.5,103.02,91.38,1.32,0.71,9.46,48.12,18.91,7.31,11.55,0.7,11.59,0.69,14.31,0.02
DEH1_2015,20151128,8.3,11.43,102.11,92.81,1.53,0.71,7.84,40.78,18.11,6.64,11.65,0.7,11.87,0.68,6.68,0.68
DEH1_2015,20151129,6.35,7.28,102.15,88.94,3.28,0.73,2.14,11.77,11.64,6.69,8.15,0.71,9.01,0.69,1.44,4.76
DEH1_2015,20151130,6.16,6.87,102.33,86.06,3.52,0.73,2.46,13.1,11.99,5.88,7.98,0.71,9.1,0.69,1.56,4.97
DEH1_2015,20151201,8.36,11.54,101.68,96.75,1.55,0.77,1.9,10.31,14.23,9.82,11.79,0.73,12.04,0.71,1.23,14.68
DEH1_2015,20151202,9.22,12.83,100.93,96.25,3.12,0.76,2.97,16.32,15.87,11.14,13.13,0.74,13.42,0.72,1.54,3.66
DEH1_2015,20151203,4.7,2.75,101.7,74.88,4.74,0.75,10.53,50.56,12.03,2.98,4.98,0.74,7.2,0.72,22.63,0.49
DEH1_2015,20151204,4.09,1.48,103.1,81.94,2.32,0.75,10.85,51.24,10.35,1.25,3.03,0.74,4.58,0.72,25.86,0.0
DEH1_2015,20151205,4.46,2.59,103.65,85.5,1.73,0.74,10.44,49.87,10.98,0.15,3.6,0.74,4.62,0.72,24.48,0.0
DEH1_2015,20151206,4.76,3.42,103.08,90.88,0.94,0.74,10.46,49.57,10.7,-0.0,3.94,0.73,4.46,0.72,24.3,0.01
DEH1_2015,20151207,5.13,4.44,102.04,87.06,1.27,0.74,5.91,29.81,12.75,2.26,5.37,0.73,6.3,0.71,8.45,0.76
DEH1_2015,20151208,4.27,1.83,101.88,81.44,2.05,0.74,10.17,48.91,10.64,0.58,3.38,0.73,4.93,0.71,22.83,0.01
DEH1_2015,20151209,6.1,6.63,101.74,88.94,3.06,0.74,8.54,41.97,14.4,1.54,7.42,0.73,8.22,0.71,12.71,0.17
DEH1_2015,20151210,7.08,9.03,101.38,89.5,1.4,0.74,9.62,47.7,16.87,6.93,9.83,0.73,10.62,0.71,20.3,0.27
DEH1_2015,20151211,8.24,11.22,101.39,94.25,2.36,0.74,7.69,38.67,17.34,7.6,11.44,0.73,11.67,0.71,11.4,0.02
DEH1_2015,20151212,9.09,12.73,101.94,94.44,1.61,0.74,8.34,41.92,19.3,7.98,12.68,0.73,12.63,0.71,12.07,0.11
DEH1_2015,20151213,9.7,13.78,101.91,96.75,1.66,0.74,6.02,31.2,18.34,10.87,13.73,0.73,13.69,0.71,2.96,0.12
DEH1_2015,20151214,10.8,15.21,100.85,94.62,4.85,0.74,6.95,36.3,19.8,12.33,15.64,0.73,16.06,0.71,7.0,2.71
DEH1_2015,20151215,7.87,9.8,100.51,80.5,4.38,0.74,9.77,48.63,18.68,6.39,11.55,0.73,13.32,0.71,22.92,0.53
DEH1_2015,20151216,5.92,6.4,101.66,89.06,1.76,0.73,8.04,40.07,13.65,3.66,7.15,0.73,7.9,0.71,14.12,0.0
DEH1_2015,20151217,8.97,12.33,100.88,98.44,2.23,0.79,1.69,9.28,16.19,5.96,12.16,0.75,11.99,0.72,1.33,21.68
DEH1_2015,20151218,4.82,2.8,100.92,78.0,4.31,0.79,3.31,17.3,10.86,1.0,4.65,0.77,6.49,0.74,2.59,7.45
DEH1_2015,20151219,2.69,-4.23,102.32,67.38,4.28,0.77,10.23,48.41,5.76,-1.81,-1.4,0.77,1.42,0.74,24.8,0.02
DEH1_2015,20151220,2.93,-2.99,103.24,75.62,1.89,0.77,10.16,48.82,6.76,-2.81,-0.83,0.77,1.33,0.74,23.24,0.0
DEH1_2015,20151221,6.59,7.79,102.45,91.44,3.64,0.77,6.23,32.09,13.26,2.43,8.45,0.77,9.11,0.74,3.24,0.07
DEH1_2015,20151222,9.52,13.4,101.61,98.31,3.25,0.8,2.2,11.88,16.01,11.12,13.48,0.78,13.55,0.75,1.43,10.67
DEH1_2015,20151223,10.68,15.13,101.52,97.56,3.73,0.84,1.91,10.32,18.3,11.41,15.26,0.8,15.39,0.77,1.31,23.3
DEH1_2015,20151224,13.24,18.62,101.51,96.56,4.91,0.85,1.58,8.58,20.97,17.69,18.89,0.84,19.15,0.8,1.29,20.23
DEH1_2015,20151225,12.82,18.15,101.97,96.94,2.77,0.84,4.41,23.51,21.18,16.45,18.4,0.85,18.64,0.81,3.19,4.17
DEH1_2015,20151226,8.67,12.09,102.5,92.44,3.55,0.84,3.46,18.42,16.84,11.39,12.7,0.85,13.31,0.82,2.51,4.26
DEH1_2015,20151227,10.5,14.75,101.58,94.19,3.74,0.84,7.14,36.66,20.92,11.19,15.23,0.85,15.7,0.82,10.98,1.45
DEH1_2015,20151228,5.19,4.55,102.44,79.81,5.16,0.84,3.37,17.53,10.5,6.12,6.21,0.85,7.87,0.82,2.35,1.76
DEH1_2015,20151229,10.07,14.03,101.53,95.56,3.7,0.86,4.38,22.65,20.13,10.35,14.41,0.87,14.8,0.83,5.7,11.15
DEH1_2015,20151230,8.42,11.62,102.0,95.69,2.51,0.86,2.86,15.48,14.28,9.96,11.95,0.87,12.3,0.84,1.63,9.95
DEH1_2015,20151231,6.35,7.26,101.83,86.44,2.52,0.86,4.16,22.06,12.98,5.08,8.37,0.88,9.48,0.84,2.19,1.16
DEH1_2016,20160101,3.97,0.76,101.89,80.5,2.65,0.85,4.69,24.07,6.4,-0.7,2.33,0.88,3.88,0.84,2.22,0.0
DEH1_2016,20160102,3.48,-1.03,101.83,82.19,2.24,0.85,10.64,51.03,7.44,-1.85,0.48,0.88,1.98,0.84,27.22,0.0
DEH1_2016,20160103,4.09,1.12,101.23,83.44,2.3,0.85,10.85,51.42,10.51,-0.31,2.3,0.88,3.47,0.84,27.26,0.0
DEH1_2016,20160104,2.5,-5.61,101.8,75.5,4.65,0.84,8.68,41.45,1.87,-7.35,-3.61,0.87,-1.61,0.84,17.35,0.02
DEH1_2016,20160105,1.59,-10.74,103.43,66.31,3.75,0.84,10.47,48.23,-1.36,-9.1,-8.06,0.87,-5.39,0.84,26.42,0.0
DEH1_2016,20160106,2.32,-6.32,103.27,68.69,0.68,0.84,11.03,52.09,4.42,-6.95,-3.76,0.87,-1.2,0.83,27.67,0.0
DEH1_2016,20160107,3.97,0.85,102.37,85.88,1.86,0.84,8.19,41.03,7.28,-0.16,1.94,0.87,3.03,0.83,13.04,0.1
DEH1_2016,20160108,4.94,3.73,101.93,92.0,2.33,0.84,5.29,27.16,8.1,2.62,4.3,0.87,4.86,0.83,2.83,0.15
DEH1_2016,20160109,6.96,8.72,101.65,94.19,2.0,0.84,8.03,40.85,14.28,4.21,8.98,0.87,9.25,0.83,11.16,1.7
DEH1_2016,20160110,7.87,9.46,100.17,83.69,6.4,0.87,7.66,38.84,17.05,2.4,10.86,0.88,12.25,0.84,13.51,11.81
DEH1_2016,20160111,2.32,-6.13,101.64,67.0,3.7,0.85,11.82,54.96,3.03,-3.56,-3.38,0.88,-0.62,0.84,29.86,0.0
DEH1_2016,20160112,2.99,-3.21,101.18,67.56,4.49,0.85,8.63,41.98,6.94,-2.47,-0.46,0.88,2.3,0.84,13.92,0.52
DEH1_2016,20160113,1.83,-9.2,101.84,65.38,3.91,0.84,11.52,53.77,-1.03,-5.62,-6.38,0.87,-3.56,0.84,26.12,0.0
DEH1_2016,20160114,3.48,-1.22,101.45,79.75,2.71,0.84,11.15,53.96,8.71,-3.18,0.44,0.87,2.09,0.84,25.5,0.0
DEH1_2016,20160115,5.49,5.12,100.74,93.0,3.11,0.87,6.85,33.98,10.59,0.48,5.45,0.88,5.78,0.84,6.21,22.45
DEH1_2016,20160116,5.19,4.18,100.1,85.62,4.51,0.87,9.12,45.14,12.26,1.89,5.38,0.9,6.58,0.86,14.42,1.97
DEH1_2016,20160117,3.48,-1.13,100.88,90.94,2.76,0.87,1.83,9.63,1.93,-3.01,-0.52,0.9,0.08,0.86,1.48,3.57
DEH1_2016,20160118,1.71,-10.24,101.57,66.25,6.2,0.87,11.91,55.59,-1.05,-7.75,-7.53,0.9,-4.84,0.86,26.29,0.02
DEH1_2016,20160119,1.34,-12.31,102.38,65.12,6.19,0.86,12.14,56.52,-3.73,-9.85,-9.58,0.89,-6.85,0.86,27.63,0.0
DEH1_2016,20160120,2.08,-7.53,102.36,82.62,2.94,0.86,10.22,49.66,-0.88,-8.7,-6.14,0.89,-4.74,0.85,15.41,0.25
DEH1_2016,20160121,2.44,-5.42,102.25,84.31,3.4,0.86,11.84,56.51,1.15,-5.53,-4.11,0.89,-2.8,0.85,25.66,0.13
DEH1_2016,20160122,2.38,-5.84,102.04,89.12,3.93,0.86,3.94,20.57,-1.04,-7.15,-4.95,0.89,-4.07,0.85,1.88,8.79
DEH1_2016,20160123,3.72,-0.62,99.62,94.44,10.52,0.89,4.19,21.27,2.76,-3.58,-0.18,0.91,0.25,0.87,6.24,29.65
DEH1_2016,20160124,2.32,-6.47,101.48,89.38,4.14,0.88,12.84,60.83,-0.06,-8.88,-5.55,0.91,-4.63,0.88,29.19,0.01
DEH1_2016,20160125,2.99,-3.21,102.34,89.5,1.94,0.88,9.5,46.41,4.15,-8.07,-2.38,0.91,-1.55,0.88,13.3,0.0
DEH1_2016,20160126,4.88,3.52,101.81,92.94,4.3,0.89,9.74,48.76,8.45,1.1,4.07,0.92,4.62,0.89,9.51,0.0
DEH1_2016,20160127,3.72,-0.27,101.9,84.56,3.17,0.88,9.04,45.05,5.4,-2.89,0.98,0.93,2.24,0.89,11.12,0.11
DEH1_2016,20160128,3.36,-1.7,101.24,81.31,1.02,0.88,11.13,53.63,7.1,-3.42,-0.1,0.93,1.49,0.89,15.11,0.0
DEH1_2016,20160129,3.3,-1.88,100.46,82.06,4.66,0.88,7.29,35.83,6.76,-2.96,-0.49,0.92,0.91,0.89,7.03,0.06
DEH1_2016,20160130,3.05,-3.02,101.8,78.81,3.03,0.88,12.56,60.58,5.58,-4.18,-1.23,0.92,0.57,0.89,25.0,0.0
DEH1_2016,20160131,5.68,5.63,101.34,90.0,4.32,0.88,12.18,59.9,13.02,1.85,6.44,0.92,7.25,0.88,18.77,0.0
DEH1_2016,20160201,7.08,8.81,101.12,89.69,4.14,0.88,10.73,54.51,17.01,5.7,9.67,0.92,10.53,0.88,15.16,2.82
DEH1_2016,20160202,4.64,2.95,102.35,86.12,2.75,0.88,13.24,64.9,10.28,2.12,4.09,0.92,5.23,0.88,26.07,0.17
DEH1_2016,20160203,8.36,11.15,101.56,96.19,5.59,0.88,5.77,31.41,16.28,4.98,11.43,0.92,11.69,0.88,3.24,9.01
DEH1_2016,20160204,6.65,7.62,101.51,89.81,3.41,0.9,3.05,16.7,13.46,2.69,8.42,0.94,9.22,0.9,1.5,11.88
DEH1_2016,20160205,3.54,-0.68,102.12,86.5,4.88,0.91,9.43,46.87,4.53,-3.02,0.38,0.95,1.44,0.91,11.23,13.85
DEH1_2016,20160206,2.87,-3.45,102.79,79.12,1.14,0.9,11.86,56.75,4.9,-4.18,-1.67,0.95,0.09,0.91,12.6,0.0
DEH1_2016,20160207,3.54,-0.83,101.64,87.0,2.63,0.9,6.2,32.39,3.08,-2.16,0.15,0.95,1.12,0.91,2.62,0.72
DEH1_2016,20160208,4.21,1.37,100.53,88.75,3.27,0.9,8.06,40.83,6.41,1.09,2.24,0.95,3.11,0.91,6.63,0.9
DEH1_2016,20160209,4.27,1.58,100.09,91.69,2.59,0.9,4.61,24.3,5.93,-0.95,2.19,0.95,2.81,0.91,2.42,3.38
DEH1_2016,20160210,2.75,-4.11,100.78,77.81,4.42,0.9,11.09,53.74,2.87,-3.6,-2.33,0.95,-0.55,0.91,12.49,0.27
DEH1_2016,20160211,1.71,-9.95,101.87,65.69,5.9,0.89,13.17,61.87,-2.87,-5.92,-7.2,0.94,-4.45,0.91,22.45,0.05
DEH1_2016,20160212,1.77,-9.66,102.11,69.56,1.62,0.89,11.5,56.48,-2.16,-8.32,-7.19,0.94,-4.72,0.91,11.44,0.24
DEH1_2016,20160213,1.53,-11.42,102.17,68.19,6.23,0.89,13.27,62.07,-4.52,-9.63,-8.88,0.94,-6.35,0.9,21.13,0.04
DEH1_2016,20160214,1.28,-12.77,103.22,69.5,3.16,0.89,16.46,76.88,-4.5,-11.71,-10.41,0.93,-8.04,0.9,32.13,0.18
DEH1_2016,20160215,3.11,-2.76,102.61,93.12,1.72,0.9,3.57,19.87,1.77,-6.85,-2.2,0.94,-1.66,0.9,1.71,14.56
DEH1_2016,20160216,6.1,6.25,100.61,94.5,6.23,0.92,3.62,19.27,12.23,0.29,6.68,0.96,7.11,0.92,4.58,20.51
DEH1_2016,20160217,3.78,0.15,101.75,85.5,2.27,0.91,11.27,55.95,8.16,-2.14,1.35,0.96,2.55,0.93,12.92,0.11
DEH1_2016,20160218,2.56,-4.76,102.98,77.62,3.55,0.91,16.82,80.0,2.8,-4.22,-2.88,0.96,-1.0,0.93,32.32,0.0
DEH1_2016,20160219,2.93,-3.34,103.0,80.88,2.7,0.91,10.26,51.81,3.4,-4.51,-1.78,0.95,-0.24,0.93,7.6,0.0
DEH1_2016,20160220,5.86,5.9,101.6,89.88,4.27,0.91,11.31,57.6,11.94,2.26,6.69,0.95,7.48,0.92,7.31,0.01
DEH1_2016,20160221,7.69,10.15,101.14,94.0,1.94,0.91,7.41,38.98,16.77,5.59,10.6,0.95,11.06,0.92,6.16,3.93
DEH1_2016,20160222,4.94,3.87,101.79,86.75,2.94,0.91,13.99,70.02,9.87,3.09,4.96,0.95,6.05,0.92,14.96,1.19
DEH1_2016,20160223,5.92,6.39,101.73,96.69,3.41,0.92,3.84,22.08,10.28,3.55,6.64,0.96,6.88,0.93,1.86,16.63
DEH1_2016,20160224,8.85,11.73,100.38,95.62,6.41,0.92,4.8,27.38,17.25,5.8,12.08,0.97,12.43,0.94,2.0,13.52
DEH1_2016,20160225,5.13,3.76,99.86,75.44,6.29,0.92,5.82,30.68,14.26,2.94,5.83,0.98,7.91,0.95,5.44,0.05
DEH1_2016,20160226,2.87,-3.63,101.5,73.19,5.22,0.91,17.01,82.08,4.05,-3.44,-1.39,0.97,0.83,0.94,27.71,0.0
DEH1_2016,20160227,2.87,-3.46,102.0,78.0,2.45,0.91,18.13,87.59,5.24,-3.63,-1.58,0.96,0.3,0.94,31.77,0.0
DEH1_2016,20160228,5.13,3.94,101.5,83.5,3.82,0.91,18.11,88.73,14.02,-0.74,5.36,0.96,6.77,0.93,31.27,0.0
DEH1_2016,20160229,5.98,6.44,100.93,80.81,4.91,0.91,13.09,65.96,16.45,5.12,8.08,0.95,9.73,0.92,19.13,0.07
DEH1_2016,20160301,5.98,6.19,101.43,79.94,3.73,0.9,18.2,89.81,15.15,3.62,7.95,0.95,9.71,0.92,29.39,0.02
DEH1_2016,20160302,4.15,0.15,101.05,73.88,6.51,0.9,17.52,85.6,11.81,-2.56,2.37,0.95,4.6,0.91,25.62,3.12
DEH1_2016,20160303,2.69,-4.51,102.29,74.06,1.82,0.9,14.77,72.84,3.78,-4.31,-2.34,0.95,-0.17,0.91,17.51,1.16
DEH1_2016,20160304,3.6,-0.61,101.64,90.94,4.08,0.91,4.68,25.88,4.06,-1.97,0.08,0.95,0.77,0.91,2.16,9.4
DEH1_2016,20160305,3.05,-2.72,102.14,79.94,1.64,0.9,13.48,67.11,4.34,-4.03,-1.1,0.95,0.54,0.91,14.79,0.0
DEH1_2016,20160306,3.6,-0.45,102.39,80.12,1.22,0.9,10.27,52.27,7.33,-1.5,1.15,0.95,2.75,0.91,6.48,0.0
DEH1_2016,20160307,5.31,4.7,102.23,84.94,3.65,0.9,19.03,93.54,14.13,-1.2,5.88,0.95,7.05,0.91,28.28,0.0
DEH1_2016,20160308,7.14,9.16,101.97,80.12,2.02,0.89,17.03,85.09,20.77,6.99,11.01,0.95,12.86,0.91,20.11,0.0
DEH1_2016,20160309,8.61,11.8,101.93,86.56,3.22,0.89,19.51,96.73,21.15,7.48,12.98,0.94,14.17,0.91,28.17,0.0
DEH1_2016,20160310,10.74,15.3,101.66,87.62,4.58,0.89,14.97,77.5,22.2,14.2,16.37,0.93,17.45,0.9,11.53,0.0
DEH1_2016,20160311,8.97,12.48,101.94,82.38,2.91,0.88,14.32,74.99,19.66,8.53,14.08,0.93,15.68,0.89,15.33,0.03
DEH1_2016,20160312,6.77,8.4,102.23,89.69,1.78,0.88,5.85,32.84,14.53,5.48,9.24,0.93,10.08,0.89,2.39,1.54
DEH1_2016,20160313,7.51,9.85,101.51,94.19,2.75,0.89,6.0,34.34,13.26,9.37,10.3,0.93,10.73,0.89,2.38,7.57
DEH1_2016,20160314,8.3,11.18,101.0,91.31,3.0,0.89,6.09,34.73,18.31,8.2,11.91,0.94,12.64,0.9,2.86,5.2
DEH1_2016,20160315,6.96,8.69,100.84,91.62,2.17,0.89,9.48,51.77,13.73,7.84,9.33,0.94,9.99,0.9,6.77,3.49
DEH1_2016,20160316,8.12,10.88,100.83,90.81,2.15,0.89,19.64,101.35,18.19,6.66,11.5,0.93,12.12,0.9,27.27,1.46
DEH1_2016,20160317,6.84,8.37,101.02,79.38,1.98,0.89,19.82,99.88,18.76,7.08,10.33,0.93,12.3,0.9,25.65,1.33
DEH1_2016,20160318,5.49,5.33,101.21,72.88,2.67,0.88,19.63,97.95,16.14,5.21,7.93,0.92,10.53,0.89,29.17,0.0
DEH1_2016,20160319,4.46,2.38,101.67,83.94,3.78,0.88,6.56,36.19,8.13,2.27,3.7,0.92,5.03,0.88,2.55,4.65
DEH1_2016,20160320,4.39,2.15,101.41,87.12,4.29,0.89,4.29,24.99,7.77,0.85,3.17,0.92,4.19,0.89,1.81,7.96
DEH1_2016,20160321,3.66,-0.29,101.37,75.19,4.41,0.88,21.41,104.56,9.21,-0.1,1.97,0.93,4.22,0.89,27.98,0.67
DEH1_2016,20160322,4.39,1.98,102.05,69.56,3.42,0.88,21.42,106.09,13.55,-0.08,4.72,0.92,7.45,0.88,27.49,0.0
DEH1_2016,20160323,7.2,9.27,101.6,79.31,3.93,0.88,18.65,93.12,19.83,7.76,11.17,0.91,13.08,0.88,13.27,0.0
DEH1_2016,20160324,8.97,12.5,101.33,84.06,5.45,0.88,20.92,103.32,21.14,9.76,13.92,0.91,15.35,0.88,24.14,0.0
DEH1_2016,20160325,9.64,13.33,100.9,85.0,4.75,0.88,11.23,60.95,21.62,9.11,14.64,0.91,15.94,0.87,5.6,2.92
DEH1_2016,20160326,5.43,5.17,102.33,79.75,2.82,0.87,21.6,108.66,13.75,4.69,6.91,0.9,8.65,0.87,23.99,0.05
DEH1_2016,20160327,6.77,8.5,102.24,92.38,2.8,0.87,7.28,41.33,14.08,5.55,9.04,0.9,9.58,0.86,2.61,3.14
DEH1_2016,20160328,7.26,9.02,100.76,79.25,4.03,0.88,18.75,96.89,19.58,8.71,10.97,0.91,12.91,0.87,23.53,7.46
DEH1_2016,20160329,4.52,2.53,101.8,68.12,4.77,0.86,24.73,121.23,13.37,3.33,5.5,0.9,8.46,0.86,38.63,0.0
DEH1_2016,20160330,4.09,1.01,102.53,67.75,3.16,0.86,24.63,119.12,13.83,-0.45,4.05,0.89,7.08,0.85,36.84,0.0
DEH1_2016,20160331,9.09,12.62,101.44,85.88,5.87,0.85,19.23,99.5,20.76,8.9,13.89,0.88,15.16,0.85,14.81,0.12
DEH1_2016,20160401,12.63,17.65,100.38,92.69,5.25,0.86,12.92,70.13,23.33,15.54,18.27,0.88,18.9,0.84,8.54,6.8
DEH1_2016,20160402,8.24,10.73,99.93,87.31,3.66,0.88,7.51,42.02,18.05,9.4,11.8,0.91,12.88,0.87,5.19,18.57
DEH1_2016,20160403,3.17,-2.59,101.22,59.38,6.36,0.87,25.18,123.66,9.0,1.15,1.18,0.9,4.94,0.87,36.38,0.08
DEH1_2016,20160404,6.84,8.18,101.09,76.5,5.79,0.87,21.97,110.3,20.39,4.48,10.37,0.9,12.55,0.86,24.21,7.79
DEH1_2016,20160405,2.69,-4.38,102.36,64.69,4.82,0.86,21.05,102.69,6.27,-0.54,-1.24,0.9,1.9,0.86,26.1,0.94
DEH1_2016,20160406,3.85,-0.32,102.3,64.88,3.8,0.86,24.89,121.41,11.26,-1.53,2.9,0.89,6.11,0.85,31.13,0.0
DEH1_2016,20160407,7.81,10.19,100.17,85.69,5.83,0.87,13.23,71.76,15.71,8.01,11.41,0.89,12.64,0.85,10.41,5.32
DEH1_2016,20160408,4.21,1.43,100.65,66.94,3.43,0.86,21.02,103.91,11.24,4.42,4.48,0.89,7.52,0.85,24.57,0.01
DEH1_2016,20160409,4.09,1.01,100.87,76.75,4.74,0.87,10.88,57.76,8.01,0.73,2.96,0.89,4.91,0.85,5.52,7.75
DEH1_2016,20160410,3.17,-2.12,102.6,68.44,3.15,0.86,25.84,126.91,9.51,-2.7,0.8,0.89,3.71,0.85,36.12,0.0
DEH1_2016,20160411,7.02,8.64,102.07,78.69,6.02,0.85,20.81,107.06,19.21,5.45,10.55,0.88,12.45,0.84,21.45,0.01
DEH1_2016,20160412,7.45,9.59,101.79,84.0,4.2,0.87,7.79,44.34,15.5,6.35,10.94,0.88,12.29,0.84,4.3,9.77
DEH1_2016,20160413,4.33,2.05,102.61,71.62,3.08,0.85,26.83,131.74,12.42,2.73,4.68,0.88,7.3,0.84,39.19,0.0
DEH1_2016,20160414,4.64,2.94,102.56,72.56,2.23,0.85,26.38,130.84,14.76,1.74,5.47,0.88,8.0,0.84,36.88,0.0
DEH1_2016,20160415,4.64,3.02,102.8,73.12,2.26,0.84,26.93,133.01,14.84,2.28,5.57,0.87,8.11,0.84,39.16,0.0
DEH1_2016,20160416,4.7,3.08,102.83,67.38,2.16,0.84,26.38,131.22,15.63,3.25,6.13,0.86,9.19,0.83,36.16,0.0
DEH1_2016,20160417,5.49,5.37,102.77,72.75,2.22,0.84,26.86,132.94,18.12,2.83,7.98,0.85,10.58,0.82,37.35,0.0
DEH1_2016,20160418,7.63,10.08,102.15,75.75,1.84,0.83,26.08,129.98,23.97,5.69,12.48,0.84,14.89,0.81,33.9,0.0
DEH1_2016,20160419,8.42,11.43,101.64,77.75,2.77,0.82,23.15,117.88,24.01,8.69,13.56,0.84,15.69,0.8,21.87,0.0
DEH1_2016,20160420,5.37,5.08,102.28,66.56,2.52,0.81,28.13,138.38,18.66,5.42,8.44,0.83,11.79,0.8,40.95,0.0
DEH1_2016,20160421,8.12,10.73,101.89,82.62,4.22,0.81,20.51,106.34,20.13,5.8,12.3,0.82,13.88,0.79,17.34,0.0
DEH1_2016,20160422,11.41,16.24,101.27,89.0,4.2,0.81,16.31,86.94,22.21,15.54,17.2,0.81,18.17,0.79,8.19,2.2
DEH1_2016,20160423,9.52,13.2,100.97,84.31,3.19,0.81,9.42,53.15,21.08,9.8,14.57,0.82,15.94,0.79,4.71,2.74
DEH1_2016,20160424,5.19,4.43,101.72,64.38,2.64,0.8,27.06,133.91,17.55,5.75,8.02,0.81,11.62,0.78,33.48,0.0
DEH1_2016,20160425,9.03,12.33,101.38,81.19,3.38,0.8,23.43,120.34,23.08,7.89,14.1,0.8,15.88,0.77,21.13,0.03
DEH1_2016,20160426,12.21,17.18,100.59,80.06,4.67,0.79,23.59,123.48,26.26,16.87,19.1,0.8,21.02,0.77,23.69,1.63
DEH1_2016,20160427,8.18,10.96,101.05,87.38,3.09,0.79,7.77,45.49,17.94,10.26,12.01,0.79,13.06,0.77,3.02,1.29
DEH1_2016,20160428,7.57,9.99,101.38,89.19,2.84,0.8,4.22,25.8,14.06,9.44,10.86,0.79,11.73,0.77,2.0,3.39
DEH1_2016,20160429,7.32,9.51,101.56,89.12,3.05,0.8,6.41,37.62,13.75,9.18,10.4,0.8,11.27,0.77,2.72,3.05
DEH1_2016,20160430,6.9,8.67,102.07,83.19,2.59,0.79,13.42,70.7,16.4,7.55,10.15,0.79,11.63,0.77,7.75,0.4
DEH1_2016,20160501,8.91,12.3,101.76,93.44,2.43,0.82,5.35,31.84,18.17,9.22,12.83,0.8,13.36,0.77,2.44,16.66
DEH1_2016,20160502,11.41,15.98,101.22,87.69,2.73,0.81,19.16,102.16,24.38,11.69,17.1,0.81,18.22,0.78,15.17,4.16
DEH1_2016,20160503,10.74,15.08,100.73,90.44,2.73,0.84,10.15,57.84,18.88,11.02,15.9,0.83,16.72,0.79,3.83,16.92
DEH1_2016,20160504,8.0,10.62,100.46,89.5,3.04,0.84,5.6,33.67,16.01,9.64,11.48,0.84,12.32,0.8,2.32,6.84
DEH1_2016,20160505,6.96,8.58,100.28,87.75,3.84,0.83,8.04,46.27,12.21,9.08,9.56,0.84,10.54,0.8,3.23,4.63
DEH1_2016,20160506,6.96,8.57,100.38,89.06,2.02,0.85,9.14,53.07,12.44,8.54,9.44,0.85,10.32,0.82,3.34,14.49
DEH1_2016,20160507,7.39,9.55,100.64,80.94,1.37,0.84,16.81,88.69,17.09,8.74,11.26,0.86,12.97,0.83,12.92,5.17
DEH1_2016,20160508,7.81,10.2,100.81,75.56,3.65,0.84,24.45,126.05,20.71,10.49,12.62,0.85,15.03,0.82,19.11,0.15
DEH1_2016,20160509,8.3,11.32,101.7,82.38,1.74,0.84,11.3,62.59,19.12,8.35,12.89,0.84,14.46,0.81,7.04,1.36
DEH1_2016,20160510,8.48,11.77,102.13,87.69,1.84,0.84,14.07,77.55,17.43,10.19,12.82,0.84,13.87,0.81,5.34,2.71
DEH1_2016,20160511,9.16,12.88,101.97,91.75,1.82,0.85,8.24,48.31,19.48,10.09,13.56,0.86,14.25,0.82,2.95,11.67
DEH1_2016,20160512,10.31,14.59,101.72,85.81,1.17,0.84,13.45,75.22,23.3,10.46,15.9,0.86,17.19,0.82,6.64,0.65
DEH1_2016,20160513,11.54,16.21,101.05,91.25,2.91,0.84,7.9,46.43,22.31,13.95,16.94,0.85,17.67,0.82,2.83,2.4
DEH1_2016,20160514,9.58,13.3,100.72,79.12,2.95,0.84,24.83,127.83,23.21,10.89,15.29,0.84,17.28,0.81,24.54,4.12
DEH1_2016,20160515,5.25,4.65,101.32,65.06,4.8,0.82,25.37,127.37,15.44,7.3,8.05,0.84,11.44,0.81,24.91,0.0
DEH1_2016,20160516,4.94,3.78,102.17,64.38,2.87,0.82,30.47,151.56,16.48,4.53,7.31,0.83,10.84,0.8,40.63,0.0
DEH1_2016,20160517,8.73,12.16,102.1,90.38,1.64,0.83,7.66,45.01,17.69,9.1,12.92,0.83,13.68,0.8,2.65,6.67
DEH1_2016,20160518,8.0,10.94,101.81,84.56,2.41,0.82,19.09,101.52,17.79,10.3,12.28,0.84,13.62,0.8,15.31,0.29
DEH1_2016,20160519,7.87,10.68,101.87,73.94,1.69,0.81,22.38,116.93,20.46,11.08,13.18,0.83,15.67,0.8,20.69,0.02
DEH1_2016,20160520,8.3,11.54,102.2,75.0,1.77,0.8,27.98,142.04,22.89,9.91,14.01,0.81,16.48,0.79,26.88,0.0
DEH1_2016,20160521,9.46,13.32,101.31,92.25,4.36,0.86,5.68,34.94,16.9,11.8,13.94,0.84,14.55,0.8,2.09,29.53
DEH1_2016,20160522,8.73,12.11,100.91,89.25,2.56,0.84,7.82,46.59,16.37,11.38,13.0,0.85,13.89,0.82,2.76,5.35
